name,sku,collection,product_type,price,product_dimension,shipping_dimension,net_weight,gross_weight,qty_per_carton,color,frame_type,cushion_info,description,tags,image_url,all_image_urls,url
Wicker Armless Barstool (Set of 2) (Container Order Only),KTAZABS2,Wicker,Patio Furniture,$813.00,"50""x24.5""x25""",Net,50 lbs,63 lbs,2,Chocolate Redwood,Wicker on Aluminum Frame,Purchase Separately,"Description This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions & Weight Product Dimension 50""x24.5""x25"" Arm Height Seat Height 28"" Shipping ",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZABS_5bc22fef-7b9e-4f50-8f65-d5a7fa8253c0.jpg?v=1741158362,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZABS_5bc22fef-7b9e-4f50-8f65-d5a7fa8253c0.jpg?v=1741158362 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZABS_1_7e62f230-e6b0-490b-82a6-16621e14930a.jpg?v=1741158362 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-2_4daf92e5-453f-4ef8-9fcd-9f0d360f19e5.jpg?v=1741158362,https://summersetcasual.com/products/wicker-armless-barstool-set-of-2
Wicker Swivel Rocker (Set of 2),KTAZSR2,Wicker,Patio Furniture,$1103.00,"38""x24""x25""","35.8"" x 27.6"" x 26.4""",44 lbs,53 lbs,2,Chocolate Redwood,Wicker on Aluminum Frame,Purchase Separately,"Description WICKER DINING SWIVEL ROCKER CHAIR - 2PK Dimensions & Weight Product Dimension 38""x24""x25"" Arm Height 25"" Seat Height 16"" Shipping Dimension 35.8"" x 27.6"" x 26.4"" Net Weight 44 lbs Gross Weight 53 lbs QTY/CTN 2 Specifications Color Chocolate Redwood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover Warranty Frames: 10 years; Wicker 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSR_a1ce080d-dcfe-4c49-a7ff-c53a2630a346.jpg?v=1741158363,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZSR_a1ce080d-dcfe-4c49-a7ff-c53a2630a346.jpg?v=1741158363,https://summersetcasual.com/products/wicker-swivel-rocker-set-of-2
Wicker Dining Armless Chair (Set of 4),KTAZADC4,Wicker,Patio Furniture,$1639.00,"38""x22.5""x25""","36.2"" x 21.7"" x 44.5""",62 lbs,76 lbs,4,Chocolate Redwood,Wicker on Aluminum Frame,Purchase Separately,"Description WICKER ARMLESS DINING CHAIR - 4PK Dimensions & Weight Product Dimension 38""x22.5""x25"" Arm Height Seat Height 17"" Shipping Dimension 36.2"" x 21.7"" x 44.5"" Net Weight 62 lbs Gross Weight 76 lbs QTY/CTN 4 Specifications Color Chocolate Redwood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Wicker 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZADC_1c2f4f92-3a36-4d70-8111-8fe4c377fa7b.jpg?v=1741158364,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZADC_1c2f4f92-3a36-4d70-8111-8fe4c377fa7b.jpg?v=1741158364 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZBS-Detail-2_c8429564-4e4a-43db-837d-5714bb87f794.jpg?v=1741158364,https://summersetcasual.com/products/wicker-dining-armless-chair-set-of-4
Wicker Dining Chair (Set of 4),KTAZDC4,Wicker,Patio Furniture,$1740.00,"38""x24""x25""","36.2"" x 26"" x 44""",62 lbs,76 lbs,4,Chocolate Redwood,Wicker on Aluminum Frame,Purchase Separately,"Description WICKER DINING CHAIR - 4PK Dimensions & Weight Product Dimension 38""x24""x25"" Arm Height 26"" Seat Height 17"" Shipping Dimension 36.2"" x 26"" x 44"" Net Weight 62 lbs Gross Weight 76 lbs QTY/CTN 4 Specifications Color Chocolate Redwood Frame Type Wicker on Aluminum Frame Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Wicker 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDC_d4c499e1-e02b-4849-bd37-79646613236f.jpg?v=1741158365,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDC_d4c499e1-e02b-4849-bd37-79646613236f.jpg?v=1741158365 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/AZDC-2.jpg?v=1741158365,https://summersetcasual.com/products/wicker-dining-chair-set-of-4
Cast Aluminum Counter Barstool with Design (Set of 2),KTARCB2,,Patio Furniture,$1068.00,"46.9""x26.6""x25.9""","36"" x 26"" x26""",51 lbs,66 lbs,2,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description COUNTER BARSTOOL WITH DESIGN - 2PK Dimensions & Weight Product Dimension 46.9""x26.6""x25.9"" Arm Height 36"" Seat Height 26"" Shipping Dimension 36"" x 26"" x26"" Net Weight 51 lbs Gross Weight 66 lbs QTY/CTN 2 Specifications Color Black Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARBS_d90bef06-e315-4eea-a248-d7d4cabfb4d4.jpg?v=1741158370,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARBS_d90bef06-e315-4eea-a248-d7d4cabfb4d4.jpg?v=1741158370 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARBS-Detail-3_edf2bb79-1f40-40f5-b474-99714596dcb5.jpg?v=1741158370 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARBS-Detail-1_bfdcb523-29a8-4f4d-b357-5e7192717e86.jpg?v=1741158370 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARBS-Detail-2_6c1ec612-5152-481b-a62d-00ac268ab86a.jpg?v=1741158370,https://summersetcasual.com/products/cast-aluminum-counter-barstool-with-design-set-of-2
Cast Aluminum Armless Counter Barstool with Design (Set of 2),KTARACB2,,Patio Furniture,$715.00,"46.9""x26.6""x20.9""","36"" x 22"" x26""",39 lbs,46 lbs,2,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description ARMLESS COUNTER BARSTOOL WITH DESIGN - 2PK Dimensions & Weight Product Dimension 46.9""x26.6""x20.9"" Arm Height Seat Height 26"" Shipping Dimension 36"" x 22"" x26"" Net Weight 39 lbs Gross Weight 46 lbs QTY/CTN 2 Specifications Color Black Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARACB_a514142a-465c-47cc-b446-319fdb2f1f56.jpg?v=1741158371,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARACB_a514142a-465c-47cc-b446-319fdb2f1f56.jpg?v=1741158371 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARACB_M.jpg?v=1741158371,https://summersetcasual.com/products/cast-aluminum-armless-counter-barstool-with-design-set-of-2
Cast Aluminum Barstool with Design (Set of 2),KTARBS2,,Patio Furniture,$1089.00,"50.4""x26.6""x25.6""","39"" x 26"" x26""",50 lbs,58 lbs,2,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description BARSTOOL WITH DESIGN- 2PK Dimensions & Weight Product Dimension 50.4""x26.6""x25.6"" Arm Height 39"" Seat Height 29"" Shipping Dimension 39"" x 26"" x26"" Net Weight 50 lbs Gross Weight 58 lbs QTY/CTN 2 Specifications Color Black Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARBS_d0e5c0e8-d650-41ec-87a5-bfe0944d0aef.jpg?v=1741158372,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARBS_d0e5c0e8-d650-41ec-87a5-bfe0944d0aef.jpg?v=1741158372,https://summersetcasual.com/products/cast-aluminum-barstool-with-design-set-of-2
Cast Aluminum Armless Barstool with Design (Set of 2),KTARABS2,,Patio Furniture,$735.00,"50.4""x26.6""x20.9""","40"" x 22"" x26""",46 lbs,59 lbs,2,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description ARMLESS BARSTOOL WITH DESIGN- 2PK Dimensions & Weight Product Dimension 50.4""x26.6""x20.9"" Arm Height Seat Height 29"" Shipping Dimension 40"" x 22"" x26"" Net Weight 46 lbs Gross Weight 59 lbs QTY/CTN 2 Specifications Color Black Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARABS_34ad83b5-d5ff-4da8-b8c6-586cabd5cd3f.jpg?v=1741158373,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/ARABS_34ad83b5-d5ff-4da8-b8c6-586cabd5cd3f.jpg?v=1741158373,https://summersetcasual.com/products/cast-aluminum-armless-barstool-with-design-set-of-2
2PC Laced Armless Counter Barstool (Container Order Only),KTSAACB2,,Patio Furniture,$857.00,37.2''x27.6''x22.8'',27'',22 lbs,27.5 lbs,1,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions & Weight Product Dimension 37.2''x27.6''x22.8'' Arm Height Seat Height 16"" Sh",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSAACB2.jpg?v=1741158374,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSAACB2.jpg?v=1741158374 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SAACB_658a8c35-ba7a-4433-b7ec-c961cc123af7.jpg?v=1741158374 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SAACB-1_de546701-0392-46ed-82d1-dcff1e33001f.jpg?v=1741158374,https://summersetcasual.com/products/2pc-laced-armless-counter-barstool
2PC Laced Counter Barstool,KTSACB2,,Patio Furniture,$1236.00,37.2''x27.6''x22.8'',27'',22 lbs,27.5 lbs,1,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description LACED COUNTER BARSTOOL - 2PK Dimensions & Weight Product Dimension 37.2''x27.6''x22.8'' Arm Height Seat Height 16"" Shipping Dimension 27'' x6'' x37'' Net Weight 22 lbs Gross Weight 27.5 lbs QTY/CTN 1 Specifications Color Black Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSABS2_77091ddf-093a-4eb3-9de0-239f5be492f1.jpg?v=1741158375,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSABS2_77091ddf-093a-4eb3-9de0-239f5be492f1.jpg?v=1741158375 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SACB_wMeasure_642185a9-4516-4232-a911-9e8993b3938e.jpg?v=1741158375 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Sahara_Arm_70d86962-a310-490c-8942-d0b3cca94f97.jpg?v=1741158375 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Sahara_Back_3fc3117d-dd0d-4f76-b50d-94e41ab3c2d3.jpg?v=1741158375,https://summersetcasual.com/products/2pc-laced-counter-barstool
2PC Laced Armless Barstool (Container Order Only),KTSAABS2,,Patio Furniture,$881.00,37.2''x27.6''x22.8'',27'',22 lbs,27.5 lbs,1,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description This product is for Container Direct order only. Please check our Container Direct Order Guidelines for ordering instruction. However, if this product is Not showing ""out of stock"", it means we still have some leftover quantity in our California warehouse. In which case, you can order up to the available quantity shown. In addition, these leftover items are discounted 20% to their regular prices. Dimensions & Weight Product Dimension 37.2''x27.6''x22.8'' Arm Height Seat Height 16"" Sh",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSAABS2.jpg?v=1741158376,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSAABS2.jpg?v=1741158376 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SAABS_4366e8c6-6618-4ddd-aa22-23e0ef150113.jpg?v=1741158376 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SAABS_wMeasure_0009eb6f-6b7a-4ea8-8fa7-1175602c966b.jpg?v=1741158376,https://summersetcasual.com/products/2pc-laced-armless-barstool
2PC Laced Barstool,KTSABS2,,Patio Furniture,$1242.00,37.2''x27.6''x22.8'',27'',22 lbs,27.5 lbs,1,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description LACED""BARSTOOK""- 2PK Dimensions & Weight Product Dimension 37.2''x27.6''x22.8'' Arm Height Seat Height 16"" Shipping Dimension 27'' x6'' x37'' Net Weight 22 lbs Gross Weight 27.5 lbs QTY/CTN 1 Specifications Color Black Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSABS2.jpg?v=1741158377,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSABS2.jpg?v=1741158377 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SABS_wMeasure_6210c90a-0d63-42d3-8ffd-061a8873fbe5.jpg?v=1741158377 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Sahara_Arm.jpg?v=1741158377 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Sahara_Back.jpg?v=1741158377,https://summersetcasual.com/products/2pc-laced-barstool
2PC Laced Swivel Rocker,KTSASR2,,Patio Furniture,$1059.00,37.2''x27.6''x22.8'',27'',22 lbs,27.5 lbs,1,Black,Cast Aluminum Knock-Down,Purchase Separately,"Description LACED SWIVEL ROCKER - 2PK Dimensions & Weight Product Dimension 37.2''x27.6''x22.8'' Arm Height Seat Height 16"" Shipping Dimension 27'' x6'' x37'' Net Weight 22 lbs Gross Weight 27.5 lbs QTY/CTN 1 Specifications Color Black Frame Type Cast Aluminum Knock-Down Cushion Purchase Separately Matching Cover C11; Warranty Frames: 10 years; Cushion 5 years California's Proposition 65 Warning For California Residents Additional Documents",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSASR2.jpg?v=1741158378,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTSASR2.jpg?v=1741158378 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SASR_e382f431-0691-42e5-9984-89053350aebb.jpg?v=1741158378 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/SASR_wMeasure_5c61a6a6-6593-4faf-babf-c016fa9489c2.jpg?v=1741158378,https://summersetcasual.com/products/2pc-laced-swivel-rocker
"Sling 7-Piece Cast Aluminum Dining Set with 86""x46"" Table, 4 Chairs and 2 Swivel Rockers",KTTRDC4+TRSR2+RCDTWV8646,,Patio Furniture,$4456.00,"42.5""W","27""W",,,2,Sand,Fully Welded Weight Capacity 350 lbs,None,"Description Dimensions & Weight Product Dimension 42.5""W x 31.5""D x 26.4""H Shipping Dimension 27""W x 32""D x 38""H N.W 51 lbs G.W 63 lbs QTY/CTN 2 Specifications Materials Cast Aluminum Color Sand Frame Type Fully Welded Weight Capacity 350 lbs Cushion None Warranty 10 years California's Proposition 65 Warning For California Residents Additional Documents Assembly Instruction, Cushion Care Instruction",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRDS7PC.jpg?v=1741158379,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRDS7PC.jpg?v=1741158379 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRSR_wMeasure_b12e5ea8-a0aa-447f-9930-978495e20f25.jpg?v=1741158379 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRDC_wMeasure_4678f730-96c1-46e3-a2e8-a30b53d487a3.jpg?v=1741158379 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDTWV8646_6e6ac1f2-19ca-41a9-9fc8-e2be5fc4513d.jpg?v=1741158379 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RCDTWV8646_Dim_f4fbd1e4-a676-456e-b9cc-332d6a9feecf.jpg?v=1741158379,https://summersetcasual.com/products/sling-7-piece-cast-aluminum-dining-set-with-86x46-table-4-chairs-and-2-swivel-rockers
"Sling 5-Piece Cast Aluminum Dining Set with 48"" Round Table, 4 Chairs",KTTRDC4+RDTWV48,,Patio Furniture,$2537.00,"42.5""W","27""W",,,2,Sand,Fully Welded Weight Capacity 350 lbs,None,"Description Dimensions & Weight Product Dimension 42.5""W x 31.5""D x 26.4""H Shipping Dimension 27""W x 32""D x 38""H N.W 51 lbs G.W 63 lbs QTY/CTN 2 Specifications Materials Cast Aluminum Color Sand Frame Type Fully Welded Weight Capacity 350 lbs Cushion None Warranty 10 years California's Proposition 65 Warning For California Residents Additional Documents Assembly Instruction, Cushion Care Instruction",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRDS5PC.jpg?v=1741158380,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRDS5PC.jpg?v=1741158380 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRSR_797c182e-bf3c-4052-bfce-a2565a690e73.jpg?v=1741158380 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRSR_wMeasure_9f8729b1-8876-49d9-88b6-55843518e9ce.jpg?v=1741158380 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/RDTWV48_1_9309f4e8-b018-45f3-ac2b-1c7323e45d50.jpg?v=1741158380,https://summersetcasual.com/products/sling-5-piece-cast-aluminum-dining-set-with-48-round-table-4-chairs
Sling Chaise Lounger (Set of 2),KTTRCL2,,Patio Furniture,$1507.00,"42.5""W","27""W",,,2,Sand,Fully Welded Weight Capacity 350 lbs,None,"Description SLING CHAISE LOUNGE - 2PK Dimensions & Weight Product Dimension 42.5""W x 31.5""D x 26.4""H Shipping Dimension 27""W x 32""D x 38""H N.W 51 lbs G.W 63 lbs QTY/CTN 2 Specifications Materials Cast Aluminum Color Sand Frame Type Fully Welded Weight Capacity 350 lbs Cushion None Warranty 10 years California's Proposition 65 Warning For California Residents Additional Documents Assembly Instruction, Cushion Care Instruction",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRCL2.jpg?v=1741158382,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRCL2.jpg?v=1741158382 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRCL_c2eef114-babd-4304-b6c0-5730e4ec33c1.jpg?v=1741158382 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRCL_wMeasure_576c3ef4-32a7-4706-8152-ffb5541c70bb.jpg?v=1741158382 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Trinity-Fabric_af7e0fef-c7c3-452a-b2b5-7fcfae16909b.jpg?v=1741158382,https://summersetcasual.com/products/sling-chaise-lounger-set-of-2
Sling Barstool (Set of 2),KTTRBS2,,Patio Furniture,$1077.00,"42.5""W","27""W",,,2,Sand,Fully Welded Weight Capacity 350 lbs,None,"Description TRINITY DINING SWIVEL ROCKER Dimensions & Weight Product Dimension 42.5""W x 31.5""D x 26.4""H Shipping Dimension 27""W x 32""D x 38""H N.W 51 lbs G.W 63 lbs QTY/CTN 2 Specifications Materials Cast Aluminum Color Sand Frame Type Fully Welded Weight Capacity 350 lbs Cushion None Warranty 10 years California's Proposition 65 Warning For California Residents Additional Documents Assembly Instruction, Cushion Care Instruction",Ecom,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRBS2.jpg?v=1741158383,https://cdn.shopify.com/s/files/1/0556/0729/6170/products/KTTRBS2.jpg?v=1741158383 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRBS_wMeasure_5e3b014a-dc3a-415a-a2d3-2b90600f6b43.jpg?v=1741158383 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/TRBS_347599ee-81b6-4720-ad1b-67d8a03db074.jpg?v=1741158383 | https://cdn.shopify.com/s/files/1/0556/0729/6170/products/Trinity-Fabric_a5936ef0-bc9d-4b9b-8c92-9b80227da5ae.jpg?v=1741158383,https://summersetcasual.com/products/sling-barstool-set-of-2
