Product Name,SKU,Price,Availability,Category,Collection,Description,Brand,Product URL,Image URL,Additional Images
Hardware Set for Swivel Rocker Plates,SWVH-05,$8,In Stock,Parts & Hardware,Swivel Rocker Parts,"Stainless Steel Hardware set for attaching spring plates. Be sure to also use steel backing plates and download instructions below. "" Assembly Instructions """,Hanamint,https://hanamintstore.com/hardware-set-for-swivel-rocker-plates/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/226/images/727/SVWH__32051.1574549332.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/226/727/SVWH__32051.1574549332.jpg?c=1
"Older Alumont Spring - 1 1/2"" - Set of 2",SPLATE,$23,In Stock,Parts & Hardware,Swivel Rocker Parts,"PLEASE CHECK TO MAKE SURE YOUR HOLE SPACING IS 1.5"" BEFORE ORDERING THESE SPRINGS! These replacement glass springs are for older Alumont swivel rockers with hole spacing of 1.5"". ** Assembly Instruction Download **",Hanamint,https://hanamintstore.com/alumont-glass-spring-standard-5-with-1-5-hole-spacing-set-of-2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/207/images/414/splate__21651.1597171420.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/207/414/splate__21651.1597171420.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/207/723/Swivel_Rocker_Spring_Replacement__77974.1597171420.jpg?c=1
Swivel Bar or Counter Stool Mechanism,081250A34-06,$56,In Stock,Parts & Hardware,Swivel Rocker Parts,Swivel Bar or Counter Stool Mechanism with Nylon Bushing.,Hanamint,https://hanamintstore.com/swivel-bar-or-counter-stool-mechanism/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/241/images/925/Stool_Swivel_Mech__38806.1590016931.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/241/925/Stool_Swivel_Mech__38806.1590016931.jpg?c=1
Swivel Rocker Mechanism with Nylon Bushing,TZL992061-05,$56,In Stock,Parts & Hardware,Swivel Rocker Parts,Swivel Rocker Mechanism with Nylon Bushing.,Hanamint,https://hanamintstore.com/SW-mechanism/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/233/images/997/Mechanism__15631.1595003713.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/233/997/Mechanism__15631.1595003713.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/233/1056/Post_Bushing__95536.1598310000.jpg?c=1
Swivel Rocker Post Bushing,HT31200,$12,In Stock,Parts & Hardware,Swivel Rocker Parts,"Replacement bushing for all dining swivel rockers, club swivel rockers, club swivel gliders, swivel bar stools and swivel counter stools.",Hanamint,https://hanamintstore.com/swivel-post-bushing/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/203/images/384/Post_Bushing__11921.1571264803.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/203/384/Post_Bushing__11921.1571264803.jpg?c=1
Swivel Rocker Steel Rectangular Washers Set of 4,RECTWASHER,$8,In Stock,Parts & Hardware,Swivel Rocker Parts,"These are for mounting the replacment glass springs. Please be sure you need these before ordering. These will not fix swivel rockers that rock back too easily, you will need new glass springs. Set of 4 Steel Swivel Rocker Steel Rectangular Washers for mounting glass spring plates to mechanism. For 1"" hole spacing. Be sure to install correctly. ** Assembly Instruction Download **",Hanamint,https://hanamintstore.com/swivel-rocker-steel-rectangular-washers-set-of-4/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/224/images/722/Rect_Washer__10173.1573775270.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/224/722/Rect_Washer__10173.1573775270.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/224/721/Swivel_Rocker_Spring_Replacement__47966.1573775270.jpg?c=1
010600 Pedestal Table Base,010600T50-06,$230,In Stock,Parts & Hardware,Table Parts,Replacement pedestal table base.,Hanamint,https://hanamintstore.com/010600-pedestal-table-base/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4188/images/3755/1686693013.1280.1280__15249.1758579034.1280.1280__72001.1779126144.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4188/3755/1686693013.1280.1280__15249.1758579034.1280.1280__72001.1779126144.jpg?c=1
1 pc Table Grommet for,HT40100,$5,In Stock,Parts & Hardware,Table Parts,This grommet protects the umbrella hole in the middle of the table. USE THIS PART ON: Tables with built in lazy susan Pedestal base tables,Hanamint,https://hanamintstore.com/1-pc-umbrella-hole-protector/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/124/images/529/Umbrella_Hole_Protector__87923.1571264810.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/124/529/Umbrella_Hole_Protector__87923.1571264810.jpg?c=1
2 pc Table Grommet,HT20200,$10,In Stock,Parts & Hardware,Table Parts,This grommet protects the umbrella hole in the middle of the table. NOT FOR USE ON: Tables with built in lazy susans Pedestal base tables Please see 1 pc Umbrella Hole Protector,Hanamint,https://hanamintstore.com/2-pc-umbrella-hole-protector-for-tables/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/128/images/1170/60316__57203.1611273874.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/128/1170/60316__57203.1611273874.jpg?c=1
Carlisle Table Leg Set for 722845,722845T20-05,$249,In Stock,Parts & Hardware,Table Parts,Carlisle Table Leg Set for 722845 in black finish.,Hanamint,https://hanamintstore.com/carlisle-table-leg-set-for-722845/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4148/images/3594/1628110279.1280.1280__06548.1630620361.1280.1280__71069.1767023591.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4148/3594/1628110279.1280.1280__06548.1630620361.1280.1280__71069.1767023591.jpg?c=1
Chateau Coffee Table Center Plate,020630T30-156,$79,In Stock,Parts & Hardware,Table Parts,Center plate in desert bronze for Chateau Coffee Table,Hanamint,https://hanamintstore.com/chateau-coffee-table-center-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/388/images/1140/020630__40314.1607379458.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/388/1140/020630__40314.1607379458.jpg?c=1
Chateau Round Center Plate,020620T30-156,$29,In Stock,Parts & Hardware,Table Parts,Chateau Tea Table Replacement Center Plate,Hanamint,https://hanamintstore.com/chateau-round-center-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/314/images/977/020620_center_plate__51112.1591998959.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/314/977/020620_center_plate__51112.1591998959.jpg?c=1
Chateau Square Side Table Center Plate,020650T30-06,$34,In Stock,Parts & Hardware,Table Parts,CheateauSquare Side Table Center Plate in Desert Bronze Finish.,Hanamint,https://hanamintstore.com/chateau-square-side-table-center-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4006/images/3312/hana_logo_spc__30834.1721657537.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4006/3312/hana_logo_spc__30834.1721657537.jpg?c=1
Extension Table Set Screw,HB40100,$5,In Stock,Parts & Hardware,Table Parts,Replacement tightening knob for extension table.,Hanamint,https://hanamintstore.com/extension-table-set-screw/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4011/images/3318/Ext_Table_Knob_HB40100__22323.1724778697.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4011/3318/Ext_Table_Knob_HB40100__22323.1724778697.jpg?c=1
Long Side Plate for Chateau Dining Table 020570 or 020081,020570T32-06,$119,In Stock,Parts & Hardware,Table Parts,Long Side plate in Desert Bronze Chateau tables - 020570 or 020081,Hanamint,https://hanamintstore.com/center-plate-020570/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/217/images/988/hana_logo5__91463.1593560359.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/217/988/hana_logo5__91463.1593560359.jpg?c=1
Mayfair Table Leg,208084T20-06,$35,In Stock,Parts & Hardware,Table Parts,Replacement table leg for Mayfair dining table in desert bronze finish.,Hanamint,https://hanamintstore.com/mayfair-table-leg/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4161/images/3643/208084T20__97456.1776353422.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4161/3643/208084T20__97456.1776353422.jpg?c=1
Newport Bar Table Center Plate,010640T30-05,$49,In Stock,Parts & Hardware,Table Parts,"Newport bar table center plate, available in black.",Hanamint,https://hanamintstore.com/newport-bar-table-center-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4067/images/3460/Newport_Bar_Plate__90317.1753974900.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4067/3460/Newport_Bar_Plate__90317.1753974900.jpg?c=1
Newport Square Side Table Center Plate,010650T30-18,$34,In Stock,Parts & Hardware,Table Parts,Newport Square Side Table Center Plate in Desert Bronze Finish.,Hanamint,https://hanamintstore.com/newport-square-side-table-center-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/239/images/2528/010650T30__62243.1646085452.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/239/2528/010650T30__62243.1646085452.jpg?c=1
Newport Table Base Plate,010440T30-06,$39,In Stock,Parts & Hardware,Table Parts,"Newport table base plate, available in black or desert bronze.",Hanamint,https://hanamintstore.com/newport-table-base-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/411/images/1539/Newport_Plate__53344.1620755699.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/411/1539/Newport_Plate__53344.1620755699.jpg?c=1
Newport/Chateau Table Leg,010450T20,$59,In Stock,Parts & Hardware,Table Parts,Newport Table Leg in Black or Desert Bronze. Fits Newport and Chateau Dining Tables.,Hanamint,https://hanamintstore.com/Newport-Table-leg/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/232/images/1535/Newport_Leg__75947.1614704905.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/232/1535/Newport_Leg__75947.1614704905.jpg?c=1
"Replacement Leg for 048610 Grand Tuscany 21"" Square End Table",048610T21,$39,In Stock,Parts & Hardware,Table Parts,"Replacement Leg for 048610 Grand Tuscany 21"" Square End Table. Overall leg length 24""",Hanamint,https://hanamintstore.com/replacement-leg-for-048610-grand-tuscany-21-square-end-table/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/283/images/1171/048610_Leg__25717.1611274066.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/283/1171/048610_Leg__25717.1611274066.jpg?c=1
Replacement Leg for 048650 or 048630 Grand Tuscany Tables,048650T21-06,$29,In Stock,Parts & Hardware,Table Parts,Replacement Leg for 048650 or 048630 Grand Tuscany Tables,Hanamint,https://hanamintstore.com/replacement-leg-for-048650-or-048630-grand-tuscany-tables/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/313/images/1172/048650_048630_leg__08195.1628296030.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/313/1172/048650_048630_leg__08195.1628296030.jpg?c=1
"Sherwood 44"" wide table replacement legs",245644T27-18,$159,In Stock,Parts & Hardware,Table Parts,"Replacement leg for Sherwood 44"" wide table. U shaped set of two legs for one end of the table.",Hanamint,https://hanamintstore.com/sherwood-44-wide-table-replacement-legs/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/496/images/1698/hana_logo_spc__71525.1624972087.1280.1280__07692.1627577934.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/496/1698/hana_logo_spc__71525.1624972087.1280.1280__07692.1627577934.jpg?c=1
Short Side Plate for 020570 Chateau Table,020570T33-06,$39,In Stock,Parts & Hardware,Table Parts,Chateau Replacement Short Side Plate in Desert Bronze 020570 table.,Hanamint,https://hanamintstore.com/short-side-plate-for-020570-chateau-table/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4007/images/3314/hana_logo_spc__42554.1722966862.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4007/3314/hana_logo_spc__42554.1722966862.jpg?c=1
Small Ice Bucket replacement,124019T74,$49,In Stock,Parts & Hardware,Table Parts,Replacement ice bucket for all side tables.,Hanamint,https://hanamintstore.com/replacement-ice-bucker-for-side-table/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/397/images/1181/hana_logo_spc__67382.1597965845.1280.1280__16508.1611619793.1280.1280__38564.1611941094.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/397/1181/hana_logo_spc__67382.1597965845.1280.1280__16508.1611619793.1280.1280__38564.1611941094.jpg?c=1
Table Plug,616201,$12,In Stock,Parts & Hardware,Table Parts,Table Plug - Fits all cast aluminum tables. Available in numerous finishes.,Hanamint,https://hanamintstore.com/table-plug-cast-aluminum/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/115/images/1174/616201__95873.1651870855.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/115/1174/616201__95873.1651870855.jpg?c=1
"Tuscany 60"" Round Dining Table Replacement Center Plate",018460T30-06,$59,In Stock,Parts & Hardware,Table Parts,Tuscany Replacement Center Plate in Desert Bronze 018460 table.,Hanamint,https://hanamintstore.com/tuscany-60-round-dining-table-replacement-center-plate/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/569/images/2635/018460_plate__24989.1661967967.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/569/2635/018460_plate__24989.1661967967.jpg?c=1
Tuscany Bakers Rack Front Leg,611703E20-06,$39,In Stock,Parts & Hardware,Table Parts,Tuscany Bakers Rack Front Leg in Desert Bronze,Hanamint,https://hanamintstore.com/tuscany-bakers-rack-front-leg/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/357/images/1049/hana_logo_spc__29137.1597163285.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/357/1049/hana_logo_spc__29137.1597163285.jpg?c=1
Tuscany Curved Plate For Table Base,018450T30,$49,In Stock,Parts & Hardware,Table Parts,This part fits all Tuscany tables with curved end plates used in the table base. Available in Desert Bronze or Black,Hanamint,https://hanamintstore.com/tuscany-curved-plate-for-table-base/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/193/images/570/018450T30__19735.1571264813.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/193/570/018450T30__19735.1571264813.jpg?c=1
Tuscany Dining Table Center Plate 5818,018580T32-05,$99,In Stock,Parts & Hardware,Table Parts,Center plate with 5818 on back of plate in black for Tuscany table.,Hanamint,https://hanamintstore.com/tuscany-dining-table-center-plate-5818/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/362/images/1055/hana_logo_spc__67382.1597965845.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/362/1055/hana_logo_spc__67382.1597965845.jpg?c=1
Tuscany Middle Replacement Table Leg,018500T22,$66,In Stock,Parts & Hardware,Table Parts,This Tuscany table leg fits all dining height tables that have more than 4 legs. This leg is used in the middle between the corners. For the corner legs see part # 018450T20 Tuscany Standard Replacement leg. It is available in Desert Bronze or Black.,Hanamint,https://hanamintstore.com/tuscany-middle-replacement-table-leg/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/220/images/1175/018450T32__44445.1652910833.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/220/1175/018450T32__44445.1652910833.jpg?c=1
Tuscany Standard Replacement Table Leg,018450T20-156,$74,In Stock,Parts & Hardware,Table Parts,"This Tuscany table leg fits all round, square and rectangular dining height tables. Tables with more than 4 legs would use this leg on the 4 corners and the middle leg would be the leg in this link: Tuscany Middle Replacement Table Leg - Hanamint Store It is available in Desert Mist",Hanamint,https://hanamintstore.com/tuscany-standard-replacement-table-leg/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/147/images/1176/018450T20__80576.1611274667.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/147/1176/018450T20__80576.1611274667.jpg?c=1
Tuscany Table Middle Support,018590T22-06,$34,In Stock,Parts & Hardware,Table Parts,This Tuscany table support is for dining height tables that have 4 legs and middle supports from table top to base plate. It is available in Desert Bronze.,Hanamint,https://hanamintstore.com/tuscany-table-middle-support/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/587/images/2700/Tuscany_Middle_Support__47808.1663707732.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/587/2700/Tuscany_Middle_Support__47808.1663707732.jpg?c=1
Sling Rail End Caps,HM61300,$8,In Stock,Replacement Slings,Misc. Parts,"Capri Sling Rail End Caps - Pack of 16 Availble in Black or White 1"" x 3/4""",Hanamint,https://hanamintstore.com/capri-sling-rail-end-caps-pack-of-16/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/370/images/1069/Capri_Sling_Rail_Cap__97020.1598993786.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/370/1069/Capri_Sling_Rail_Cap__97020.1598993786.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/370/1068/Capri_Sling_Rail_Cap_2__06583.1598993786.jpg?c=1
Sling Rail End Caps - 2,HM60100X16,$12,In Stock,Replacement Slings,Misc. Parts,Sling Rail End Caps - Pack of 16 Available in Black,Hanamint,https://hanamintstore.com/sling-rail-end-caps-2/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4043/images/3403/Sling_Rail_Glide__09123.1749829102.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4043/3403/Sling_Rail_Glide__09123.1749829102.jpg?c=1
Sling Rail End Caps - Pack of 8,Endcaps2,$8,1,Replacement Slings,Misc. Parts,Sling Rail End Caps - Pack of 8 in Black. HM61500,Hanamint,https://hanamintstore.com/sling-rail-end-caps-pack-of-8/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/3998/images/3273/HM61500__42428.1715629295.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/3998/3273/HM61500__42428.1715629295.jpg?c=1
St. Augustine or Santa Barbara Sling Rail End Caps - Pack of 16,HM6020016-BL,$12,In Stock,Replacement Slings,Misc. Parts,St. Augustine or Santa Barbara Sling Rail End Caps - Pack of 16,Hanamint,https://hanamintstore.com/st-augustine-sling-rail-end-caps-pack-of-16/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/367/images/1063/St_Aug_Sling_Rail_Cap_2__32958.1598992012.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/367/1063/St_Aug_Sling_Rail_Cap_2__32958.1598992012.jpg?c=1 | https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/367/1064/St_Aug_Sling_Rail_Cap__13902.1598992012.jpg?c=1
St. Augustine Chair Replacement Sling,S156111,$79,In Stock,Replacement Slings,Replacement Slings,"Replacement sling for: St. Augustine Sling dining chair, dining spring chair, swivel rocker, bar stool, counter stool. Grand Tuscany Sling dining chair and swivel rocker. Hyde Park Sling dining chair, dining spring chair, swivel rocker, bar stool, counter stool.",Hanamint,https://hanamintstore.com/st-augustine-chair-replacement-sling/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/594/images/2869/Elevation_Oak__62974.1687193900.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/594/2869/Elevation_Oak__62974.1687193900.jpg?c=1
St. Augustine Chaise Lounge Replacement Sling,S156336,$199,In Stock,Replacement Slings,Replacement Slings,Replacement sling for: St. Augustine Sling Chaise Lounge,Hanamint,https://hanamintstore.com/st-augustine-chaise-lounge-replacement-sling/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/595/images/2713/50078-0006_Destiny_Sand__87480.1666303459.1280.1280__17277.1666303837.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/595/2713/50078-0006_Destiny_Sand__87480.1666303459.1280.1280__17277.1666303837.jpg?c=1
St. Augustine Ottoman Replacement Sling,S156453,$45,In Stock,Replacement Slings,Replacement Slings,Replacement sling for: St. Augustine Ottoman,Hanamint,https://hanamintstore.com/st-augustine-ottoman-replacement-sling/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/596/images/2717/Augustin_Pecan__29937.1667503099.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/596/2717/Augustin_Pecan__29937.1667503099.jpg?c=1
Almond Touch Up Spray,T35,$24,In Stock,Touch-Up Paint,Touch Up Paint,Almond touch up is a one step spray for the Almond finish.,Hanamint,https://hanamintstore.com/almond-35/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/167/images/654/TU35__70110.1571264818.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/167/654/TU35__70110.1571264818.jpg?c=1
Black Base Spray,T05,$24,In Stock,Touch-Up Paint,Touch Up Paint,Textured Black touch-up is the base color for all the following finishes: Top coats for these finishes must be purchased separately. Antique Bronze Black Bourbon Cornerstone Desert Bronze Golden Bronze Silver Mist Terra Mist,Hanamint,https://hanamintstore.com/textured-black-05/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/126/images/610/TU05__29306.1571264815.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/126/610/TU05__29306.1571264815.jpg?c=1
Black Brush In Cap Bottle,T05B,$12,In Stock,Touch-Up Paint,Touch Up Paint,This textured black has a small brush in the cap of the bottle. In most situations this is your best choice for small chips or scratches without the need to apply the second color that some finishes need when spraying touch up. Can be used on all the following finishes: Antique Bronze Black Bourbon Cornerstone Desert Bronze Golden Bronze Silver Mist Terra Mist,Hanamint,https://hanamintstore.com/textured-black-brush-in-cap-05/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/122/images/538/TU05B__15411.1597171584.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/122/538/TU05B__15411.1597171584.jpg?c=1
DB Brown Spray #02152662162,T06,$24,In Stock,Touch-Up Paint,Touch Up Paint,"THIS IS STEP TWO OF A TWO PART PROCESS The Desert Bronze / Terra Mist finish uses black touch up as the base color. The Black touch up must be ordered separately. You may not be able to duplicate the original finish. This color should be lightly misted on top of the black from a distance of about 24"". Alternatively it can be sprayed on a brush and lightly tapped on to more accurately mimic the original finish.",Hanamint,https://hanamintstore.com/desert-bronze-terra-mist-06/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/170/images/688/T06__78838.1571264823.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/170/688/T06__78838.1571264823.jpg?c=1
Dark Brown Spray #02152682569,DARKB,$24,In Stock,Touch-Up Paint,Touch Up Paint,Dark Brown Spray Touch Up. Best applied with a sponge to duplicate the original finish. This is the top handfinish for Bourbon The base color would be Textured Black.,Hanamint,https://hanamintstore.com/dark-brown/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/276/images/950/DBrown__26205.1591387273.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/276/950/DBrown__26205.1591387273.jpg?c=1
Flint Touch Paint,T104,$24,In Stock,Touch-Up Paint,Touch Up Paint,Flint is a one step spray touch up.,Hanamint,https://hanamintstore.com/flint-104/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/212/images/590/T104__73857.1571264814.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/212/590/T104__73857.1571264814.jpg?c=1
Golden Bronze Highlights Spray,T54,$24,In Stock,Touch-Up Paint,Touch Up Paint,"Golden Bronze finish uses black touch up as the base, then Desert Bronze touch up applied on top, lightly misted from about 24"". Then the Golden Bronze can be sprayed on a brush and used to highlight raised parts of the pattern on the item. Black touch up and Desert Bronze touch up must be purchased separately.",Hanamint,https://hanamintstore.com/golden-bronze-54/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/179/images/469/T54__18877.1571264808.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/179/469/T54__18877.1571264808.jpg?c=1
Meteor Touch Up,T116,$24,In Stock,Touch-Up Paint,Touch Up Paint,Meteor Spray Touch Up.,Hanamint,https://hanamintstore.com/meteor-touch-116-1/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/559/images/2618/116__60272.1657232730.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/559/2618/116__60272.1657232730.jpg?c=1
Pebble Touch Up Step One,T34-1,$24,In Stock,Touch-Up Paint,Touch Up Paint,Pebble base coat is the base color for Pebble finish. You will also need to purchase Pebble Speckle for the 2nd step in this finish.,Hanamint,https://hanamintstore.com/pebble-base-coat-34/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/133/images/689/TU34-1__59321.1571264823.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/133/689/TU34-1__59321.1571264823.jpg?c=1
Pebble Touch Up Step Two,T34-2,$24,In Stock,Touch-Up Paint,Touch Up Paint,"Pebble Speckle is the 2nd step in the Pebble finish after applying Pebble Base coat. (Pebble Base coat must be purchased separately) This should be lightly misted on top from a distance of approximately 24"" to mimic the speckles in the finish.",Hanamint,https://hanamintstore.com/pebble-speckle-34/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/145/images/484/TU34-2__40986.1571264808.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/145/484/TU34-2__40986.1571264808.jpg?c=1
Saddle Grey & Venetian Base Spray,T112-113,$24,In Stock,Touch-Up Paint,Touch Up Paint,THIS IS STEP TWO OF A TWO PART PROCESS The Saddle Grey & Venetian finishes uses this touch up as the base color. The T113 TOP COAT touch up must be ordered separately. You may not be able to duplicate the original finish.,Hanamint,https://hanamintstore.com/saddle-grey-venetian-base-spray/,https://cdn11.bigcommerce.com/s-qgjte8dlii/products/4049/images/3414/hana_logo_spc__08202.1751887530.386.513.jpg,https://cdn11.bigcommerce.com/s-qgjte8dlii/images/stencil/1280x1280/products/4049/3414/hana_logo_spc__08202.1751887530.jpg?c=1
