id,sku,name,slug,collection,short_description,description,dimensions,specs,price,msrp,sale_price,category_id,is_active,available_online,created_at,updated_at
4209,1344110BWH,Balcony Table,44-x-110-balcony-table-mode-homecrest,Mode,"44"" x 110"" Balcony Table — Homecrest Mode collection.","44"" x 110"" Balcony Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 110"" L x 34"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:13.653571+00:00,2026-06-08 21:38:24.504000+00:00
4210,1344110BRWH,Bar Table,44-x-110-bar-table-mode-homecrest,Mode,"44"" x 110"" Bar Table — Homecrest Mode collection.","44"" x 110"" Bar Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 110"" L x 40"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:13.887687+00:00,2026-06-08 21:38:24.508000+00:00
4208,1344110FWH,Dining Table,44-x-110-dining-table-mode-homecrest,Mode,"44"" x 110"" Dining Table — Homecrest Mode collection.","44"" x 110"" Dining Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 110"" L x 30"" H",{'Notes': 'with Hole'},,,,44,True,True,2026-06-01 06:37:13.418042+00:00,2026-06-08 21:38:24.501000+00:00
4203,134466BWH,Balcony Table,44-x-66-balcony-table-mode-homecrest,Mode,"44"" x 66"" Balcony Table — Homecrest Mode collection.","44"" x 66"" Balcony Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 66"" L x 34"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:11.931063+00:00,2026-06-08 21:38:24.484000+00:00
4204,134466BRWH,Bar Table,44-x-66-bar-table-mode-homecrest,Mode,"44"" x 66"" Bar Table — Homecrest Mode collection.","44"" x 66"" Bar Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 66"" L x 40"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:12.170042+00:00,2026-06-08 21:38:24.488000+00:00
4202,134466FWH,Dining Table,44-x-66-dining-table-mode-homecrest,Mode,"44"" x 66"" Dining Table — Homecrest Mode collection.","44"" x 66"" Dining Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 66"" L x 30"" H",{'Notes': 'with Hole'},,,,44,True,True,2026-06-01 06:37:11.678776+00:00,2026-06-08 21:38:24.481000+00:00
4314,374484BSH,Balcony Table,44-x-84-balcony-table-shadow-rock-homecrest,Shadow Rock,"44"" x 84"" Balcony Table — Homecrest Shadow Rock collection.","44"" x 84"" Balcony Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:31.999828+00:00,2026-06-08 21:38:24.803000+00:00
4342,374484BSL,Balcony Table,44-x-84-balcony-table-slate-homecrest,Slate,"44"" x 84"" Balcony Table — Homecrest Slate collection.","44"" x 84"" Balcony Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","34.25"" H",{'Material': 'Aluminum'},,,,47,True,True,2026-06-01 06:37:37.494842+00:00,2026-06-08 21:38:24.991000+00:00
4313,374484FSH,Dining Table,44-x-84-dining-table-shadow-rock-homecrest,Shadow Rock,"44"" x 84"" Dining Table — Homecrest Shadow Rock collection.","44"" x 84"" Dining Table — Homecrest Shadow Rock collection.

<p>Homecrest’s elegant Shadow Rock tops provide an attractive look and are the perfect complement to any outdoor furniture set. With its beautiful, distinct texture and natural colors, the Shadow Rock top creates a stunning centerpiece for your outdoor area and provides a laid-back atmosphere of relaxation and conversation. Available in several heights, top sizes, and finishes, Shadow Rock features top-quality, American-made components that will withstand weather and can be used season after season.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:31.861293+00:00,2026-06-08 21:38:24.799000+00:00
4341,374484FSL,Dining Table,44-x-84-dining-table-slate-homecrest,Slate,"44"" x 84"" Dining Table — Homecrest Slate collection.","44"" x 84"" Dining Table — Homecrest Slate collection.

<p>A welcome addition to any outdoor space, Homecrest’s Slate tops feature a rustic elegance that could only be inspired by nature. Cast from the pattern and subtle texture of natural slate and produced using industry-leading technology, Homecrest Slate tops are as beautifully authentic in appearance as they are tough and durable. These smooth-surface tops are a favorite in outdoor spaces across the country and mix seamlessly with pieces from our seating collections.</p>","29.25"" H",{'Material': 'Aluminum'},,,,44,True,True,2026-06-01 06:37:37.276576+00:00,2026-06-08 21:38:24.988000+00:00
4206,134488BWH,Balcony Table,44-x-88-balcony-table-mode-homecrest,Mode,"44"" x 88"" Balcony Table — Homecrest Mode collection.","44"" x 88"" Balcony Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 88"" L x 34"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:12.669695+00:00,2026-06-08 21:38:24.494000+00:00
4207,134488BRWH,Bar Table,44-x-88-bar-table-mode-homecrest,Mode,"44"" x 88"" Bar Table — Homecrest Mode collection.","44"" x 88"" Bar Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 88"" L x 40"" H",{'Notes': 'with Hole'},,,,47,True,True,2026-06-01 06:37:13.172537+00:00,2026-06-08 21:38:24.498000+00:00
4205,134488FWH,Dining Table,44-x-88-dining-table-mode-homecrest,Mode,"44"" x 88"" Dining Table — Homecrest Mode collection.","44"" x 88"" Dining Table — Homecrest Mode collection.

<p>Add an element of sophistication to your outdoor space with Homecrest's Mode collection. With clean lines and contemporary inspiration, Mode sets the standard in casual chic. Mode features floating aluminum rectangular panels and a sleek appearance that brings an elegant style to your outdoor space. The aluminum top panels that float over the base frame are available in all finishes. DuoTone your Mode table or fire table by selecting one color for the top panels and a coordinating color for the base.</p>","44"" W x 88"" L x 30"" H",{'Notes': 'with Hole'},,,,44,True,True,2026-06-01 06:37:12.417198+00:00,2026-06-08 21:38:24.492000+00:00
3997,9546S,Dining (with Hole),45-5-dining-with-hole-bridger-homecrest,Bridger,"45.5"" Dining (with Hole) — Homecrest Bridger collection.","45.5"" Dining (with Hole) — Homecrest Bridger collection.

<p>Elevate your outdoor dining experience with the Bridger collection. Constructed with a powder-coated aluminum frame and durable HDPE top and seats, Bridger visually resembles natural wood but eliminates the upkeep and maintenance that comes with it. Transform your outdoor space with this sturdy picnic table that combines robust design and practical elegance. (Seats: 8)</p>","84.25"" W x 84.25"" D x 30"" H",{'Notes': 'Seats: 8'},,,,43,True,True,2026-06-01 06:36:40.881962+00:00,2026-06-08 21:38:23.663000+00:00
