id,name,sku,collection,short_description,description,dimensions,specs,materials
3277,Universal Dining Chair,NC415DC,Universal,"The sleek and stylish Universal Dining Arm Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining armchair includes a fade- and mildew-resistant Sunbrella® seat cushion.","The sleek and stylish Universal Dining Arm Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining armchair includes a fade- and mildew-resistant Sunbrella® seat cushion.

<p>The sleek and stylish Universal Dining Arm Chair makes outdoor dining a luxury experience. The UV-protected wicker sports a woven design, creating a contemporary look with clean lines. This dining armchair includes a fade- and mildew-resistant Sunbrella® seat cushion.</p>

<ul>
  <li>Seat Type: With Cushions</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>The wicker is made from expertly crafted resin and is easy to clean with soap and water.</li>
  <li>Cush415/416-DC</li>
  <li>Cushion Thickness: 2.5″</li>
</ul>",,,"['Aluminum', 'Wicker']"
3238,Universal High Back Swivel Glider,NC415HBSG,Universal,"The Universal Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.","The Universal Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.

<p>The Universal Collection combines a high-back design with plush headrest-style cushions to provide the ultimate in comfort. The set is supported by thick-gauged, powder-coated aluminum frames that make it extremely durable and resistant to corrosion. Also included are plush, headrest-style cushions.</p>

<ul>
  <li>Thick-gauged, powder-coated aluminum frame finish offers long lasting durability and rust resistance.</li>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight..</li>
  <li>High-back design with plush headrest-style cushion provide the ultimate in comfort</li>
  <li>Sunbrella® cushion covers provide unmatched fade, moisture and mildew resistance, and can be easily unzipped for cleaning.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3373,Universal Ice Chest,NC415-ICE,Universal,"The Universal End Table Ice Chest adds versatility to any outdoor space. This unique accessory features wicker finishes that are made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion. Capable of holding at least 72 canned beverages with ice, the End Table Ice Chest allows you to bring the party outdoors","The Universal End Table Ice Chest adds versatility to any outdoor space. This unique accessory features wicker finishes that are made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion. Capable of holding at least 72 canned beverages with ice, the End Table Ice Chest allows you to bring the party outdoors

<p>The Universal End Table Ice Chest adds versatility to any outdoor space. This unique accessory features wicker finishes that are made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion. Capable of holding at least 72 canned beverages with ice, the End Table Ice Chest allows you to bring the party outdoors</p>

<ul>
  <li>Includes a stainless steel air spring safety hinge and PVC liner with drainage plug.</li>
  <li>The wicker is made from expertly crafted resin and is easy to clean with soap and water.</li>
  <li>Makes a great gift for a friend or family member.</li>
  <li>Liner: 18.25” x 15.25” x 14” ht.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3374,Universal Large Cushion Storage Box,NC415CBL,Universal,"The Universal Cushion Storage Box adds versatility to any outdoor space. This unique accessory features outdoor wicker finish that is made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion.","The Universal Cushion Storage Box adds versatility to any outdoor space. This unique accessory features outdoor wicker finish that is made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion.

<p>The Universal Cushion Storage Box adds versatility to any outdoor space. This unique accessory features outdoor wicker finish that is made from High-Density Polyethylene (HDPE) and infused with rich color and UV-inhibitors to prevent cracking, chipping and fading ordinarily caused by sunlight. The piece is supported by a thick-gauged, powder-coated aluminum frame to make it extremely durable and resistant to corrosion.</p>

<ul>
  <li>HDPE All Weather Resin Wicker</li>
  <li>UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Thick-gauged, powder-coated aluminum frame in a dark, multi-tonal finish offers long lasting durability and rust resistance.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3295,Universal Rectangle Dining Table,NC415DT-72,Universal,"The Universal 72” x 42” Dining Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a flat woven design, blending contemporary design with naturally varied tones. The top includes an umbrella hole so you can enjoy your favorite shade while dining (umbrella not included). A tempered glass top is included with this table..","The Universal 72” x 42” Dining Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a flat woven design, blending contemporary design with naturally varied tones. The top includes an umbrella hole so you can enjoy your favorite shade while dining (umbrella not included). A tempered glass top is included with this table..

<p>The Universal 72” x 42” Dining Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a flat woven design, blending contemporary design with naturally varied tones. The top includes an umbrella hole so you can enjoy your favorite shade while dining (umbrella not included). A tempered glass top is included with this table..</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table includes an umbrella hole (umbrella not included)</li>
</ul>","72""",,"['Aluminum', 'Wicker']"
3343,Universal Rotating Chat Table,NC415R-CHT,Universal,The Universal Rotating Chat Table with an inset tempered glass top rotates 360 degrees. Both top and base are outdoor wicker made from High-Density Polyethylene. This rotating chat table will compliment most any,"The Universal Rotating Chat Table with an inset tempered glass top rotates 360 degrees. Both top and base are outdoor wicker made from High-Density Polyethylene. This rotating chat table will compliment most any

<p>The Universal Rotating Chat Table with an inset tempered glass top rotates 360 degrees. Both top and base are outdoor wicker made from High-Density Polyethylene. This rotating chat table will compliment most any setting.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass inset</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table tops rotates a full 360 degrees for easy access.</li>
</ul>",,,"['Aluminum', 'Wicker']"
3294,Universal Square Dining Table,NC415DT-48,Universal,"The Universal 48” Square Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this","The Universal 48” Square Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this

<p>The Universal 48” Square Table provides the perfect modern setting for outdoor dining. The UV-protected wicker sports a woven design, blending contemporary design with naturally varied tones. A tempered glass top is included with this table.</p>

<ul>
  <li>High-Density Polyethylene (HDPE) all-weather wicker is infused with UV inhibitors that prevent fading and cracking ordinarily caused by sunlight.</li>
  <li>Wicker design gives it a more tactile, luxurious look and texture.</li>
  <li>Thick-gauged, powder-coated aluminum frame offers long lasting durability and rust resistance.</li>
  <li>Includes tempered glass top</li>
  <li>Tempered glass is specifically manufactured to be stronger than conventional glass, making it well suited as a table surface.</li>
  <li>Table includes an umbrella hole</li>
  <li>Comfortably seats 4 with the Universal Armless Bar Stools</li>
</ul>","48""",,"['Aluminum', 'Wicker']"
5506,Valencia Lounge Chair,NC6500C-TAN,Valencia 6500,,,"30"" x 33"" x 38"" H",,['Aluminum']
5505,Valencia Loveseat,NC6500LS-TAN,Valencia 6500,,,"55.1"" x 33"" x 38"" H",,['Aluminum']
5511,Valencia Sectional 90 Degree Corner,NC6500SCC-TAN,Valencia 6500,,,"32.8"" x 32.8"" x 38"" H",,['Aluminum']
5509,Valencia Sectional Left Arm Loveseat,NC6500LL-TAN,Valencia 6500,,,"52.6"" x 32.8"" x 38"" H",,['Aluminum']
5508,Valencia Sectional Middle Armless,NC6500SCM,Valencia 6500,,,"25.2"" x 32.8"" x 38"" H",,['Aluminum']
5510,Valencia Sectional Right Arm Loveseat,NC6500RL-TAN,Valencia 6500,,,"52.6"" x 32.8"" x 38"" H",,['Aluminum']
5504,Valencia Sofa,NC65003S-TAN,Valencia 6500,,,"80.3"" x 33"" x 38"" H",,['Aluminum']
5507,Valencia Swivel Rocker,NC6500SR-TAN,Valencia 6500,,,"30"" x 33"" x 38"" H",,['Aluminum']
3307,Oceanview 6 Seat Outdoor Counter Height Table Patio Set,NOSKU_delmar-6-seat-outdoor-counter-height-table-patio-set-poly-lumber-2,,"Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly","Our High Density Polyethylene “Poly Lumber” is the superior wood alternative for customers who want unmatched performance and unrivaled beauty. Recycled plastic material is turned into our high-end, high-performance poly lumber.

Durable: Our products will not splinter, crack, chip, peel or rot and are impervious to insects.
Color Stable: Rich colors stay brilliant thanks to built-in UV protection.
Low Maintenance: No painting, staining, or waterproofing required.
Easy to Clean: Does not stain or accumulate dirt and are easily cleaned with soap and water.
Marine Grade Polymer",,,['Aluminum']
